,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,bed_type,minimum_nights,price,price_pred
3079,super_strict_30,f,82.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,0.0,2.0,Real Bed,1.0,259.0,212.617
6401,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,Boutique hotel,Entire home/apt,2.0,0.0,1.0,Real Bed,1.0,140.0,119.87808
371,strict_14_with_grace_period,t,2.0,Western Addition,Condominium,Private room,1.0,1.0,1.0,Real Bed,2.0,95.0,119.31094
6585,strict_14_with_grace_period,f,63.0,Crocker Amazon,House,Private room,1.0,1.0,1.0,Real Bed,2.0,50.0,50.035336
3228,moderate,f,852.0,South of Market,Apartment,Entire home/apt,2.0,1.0,0.0,Real Bed,30.0,157.0,136.77528
1818,moderate,f,3.0,Nob Hill,House,Private room,2.0,1.0,1.0,Real Bed,2.0,115.0,118.398605
7121,moderate,t,1.0,Parkside,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,1.0,199.0,173.36424
6097,flexible,t,439.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,181.0,182.3762
2837,moderate,f,2.0,Bayview,Villa,Private room,3.0,1.0,2.0,Real Bed,1.0,99.0,102.67842
6588,moderate,t,1.0,Inner Sunset,Guest suite,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,84.0,140.2272
6939,moderate,t,35.0,Haight Ashbury,Hostel,Shared room,2.0,1.0,1.0,Real Bed,1.0,90.0,80.96717
4910,strict_14_with_grace_period,t,5.0,Mission,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,1.0,199.0,177.79483
1870,flexible,f,1.0,Castro/Upper Market,House,Private room,2.0,1.0,1.0,Real Bed,2.0,115.0,123.991615
2046,moderate,f,3.0,Outer Richmond,House,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,204.0,237.17984
6469,flexible,t,1.0,North Beach,Condominium,Entire home/apt,8.0,4.0,4.0,Real Bed,30.0,198.0,452.4744
2200,moderate,f,2.0,Western Addition,Loft,Entire home/apt,2.0,2.0,1.0,Real Bed,7.0,355.0,232.73787
6110,moderate,f,4.0,Western Addition,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,129.0,137.2047
1955,moderate,f,1.0,Excelsior,Guest suite,Private room,2.0,1.0,1.0,Real Bed,2.0,63.0,82.9737
1833,strict_14_with_grace_period,f,1.0,Inner Sunset,House,Entire home/apt,7.0,3.0,4.0,Real Bed,6.0,240.0,390.82205
2165,strict_14_with_grace_period,f,799.0,Nob Hill,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,229.0,154.62126
122,strict_14_with_grace_period,f,7.0,Chinatown,House,Shared room,1.0,1.0,1.0,Real Bed,30.0,30.0,42.1576
479,strict_14_with_grace_period,f,4.0,Mission,House,Entire home/apt,6.0,2.0,3.0,Real Bed,3.0,699.0,326.8298
1741,moderate,t,3.0,Outer Sunset,House,Private room,3.0,1.0,2.0,Real Bed,1.0,75.0,80.1893
1466,moderate,f,1.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,224.0,152.88185
6224,strict_14_with_grace_period,f,33.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,137.0,112.25921
3994,flexible,f,2.0,Haight Ashbury,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,150.0,119.780365
6967,flexible,f,10.0,South of Market,House,Private room,2.0,1.0,1.0,Real Bed,30.0,75.0,94.873436
940,moderate,t,1.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,2.0,105.0,106.47393
4055,flexible,f,1.0,Marina,Condominium,Private room,1.0,1.0,1.0,Real Bed,1.0,450.0,118.56957
6642,flexible,t,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,120.0,114.0051
439,moderate,t,2.0,Mission,Apartment,Private room,3.0,1.0,2.0,Real Bed,1.0,120.0,115.89663
1380,strict_14_with_grace_period,f,33.0,Marina,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,134.0,116.29175
847,moderate,t,4.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,3.0,79.0,120.31956
1738,strict_14_with_grace_period,t,5.0,Bernal Heights,Loft,Entire home/apt,2.0,0.0,1.0,Real Bed,5.0,114.0,181.22076
3482,strict_14_with_grace_period,t,3.0,Outer Sunset,House,Shared room,1.0,1.0,1.0,Real Bed,2.0,32.0,50.493946
6603,strict_14_with_grace_period,t,1.0,Haight Ashbury,Apartment,Entire home/apt,6.0,2.0,2.0,Real Bed,30.0,169.0,208.52063
3684,moderate,f,4.0,Inner Sunset,House,Private room,1.0,1.0,1.0,Real Bed,1.0,55.0,100.08311
1174,moderate,f,41.0,Western Addition,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,145.02184
4984,moderate,f,852.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,159.0,133.56209
6133,moderate,t,3.0,South of Market,Apartment,Entire home/apt,9.0,2.0,3.0,Real Bed,3.0,150.0,442.85052
1790,moderate,t,5.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,195.0,315.20187
4711,flexible,t,2.0,Castro/Upper Market,Apartment,Private room,3.0,1.0,2.0,Real Bed,1.0,119.0,145.68243
4694,moderate,f,1.0,Russian Hill,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,350.0,206.67458
3307,strict_14_with_grace_period,f,3.0,Seacliff,House,Private room,2.0,1.0,1.0,Real Bed,3.0,75.0,177.21494
4941,strict_14_with_grace_period,f,1.0,Haight Ashbury,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,95.0,143.16237
279,moderate,f,41.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,114.0,99.80114
4103,super_strict_30,f,82.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,0.0,2.0,Real Bed,1.0,249.0,219.38022
4767,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,79.0,87.17423
6229,moderate,t,1.0,Potrero Hill,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,125.0,167.11081
3879,moderate,f,2.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,150.0,222.61467
4253,strict_14_with_grace_period,f,87.0,Mission,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,100.0,107.76718
6171,moderate,f,1.0,Mission,Condominium,Entire home/apt,3.0,1.0,2.0,Real Bed,2.0,200.0,174.31274
4105,strict_14_with_grace_period,f,3.0,Inner Sunset,House,Entire home/apt,6.0,3.0,4.0,Real Bed,7.0,995.0,398.2814
2615,strict_14_with_grace_period,f,1.0,Bayview,House,Entire home/apt,3.0,1.0,1.0,Real Bed,1.0,108.0,117.34492
6857,super_strict_30,t,18.0,North Beach,Apartment,Entire home/apt,6.0,4.0,4.0,Real Bed,30.0,170.0,223.63524
1101,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,1.0,Real Bed,1.0,180.0,155.5716
5815,strict_14_with_grace_period,t,5.0,Chinatown,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,66.0,69.72307
2907,moderate,f,3.0,Excelsior,House,Private room,2.0,1.0,2.0,Real Bed,10.0,39.0,77.60411
5276,strict_14_with_grace_period,t,4.0,Castro/Upper Market,Apartment,Private room,2.0,1.0,1.0,Real Bed,3.0,175.0,133.32417
5663,moderate,f,852.0,Potrero Hill,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,188.0,168.25363
577,strict_14_with_grace_period,t,2.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,93.0,98.815094
59,moderate,f,9.0,Pacific Heights,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,120.0,135.66609
5738,moderate,f,4.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,1.0,120.0,83.357254
787,moderate,f,4.0,Excelsior,House,Private room,2.0,1.0,1.0,Airbed,1.0,65.0,71.96888
2535,strict_14_with_grace_period,t,4.0,South of Market,House,Private room,2.0,1.0,1.0,Real Bed,1.0,95.0,122.94027
4541,moderate,f,4.0,Downtown/Civic Center,Condominium,Private room,2.0,1.0,1.0,Real Bed,4.0,109.0,217.80185
4755,strict_14_with_grace_period,f,2.0,Mission,Condominium,Entire home/apt,3.0,2.0,2.0,Real Bed,7.0,150.0,234.95352
4218,strict_14_with_grace_period,f,1.0,Mission,Condominium,Entire home/apt,8.0,4.0,4.0,Real Bed,3.0,2450.0,511.08698
6557,moderate,f,1.0,Excelsior,Guest suite,Entire home/apt,6.0,3.0,3.0,Real Bed,1.0,158.0,219.14783
2800,strict_14_with_grace_period,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,250.0,242.28358
1346,strict_14_with_grace_period,t,2.0,Castro/Upper Market,Apartment,Entire home/apt,12.0,3.0,0.0,Real Bed,30.0,297.0,443.74387
1184,strict_14_with_grace_period,f,1.0,Outer Sunset,House,Entire home/apt,7.0,2.0,5.0,Real Bed,365.0,200.0,349.7203
3354,moderate,f,43.0,South of Market,Townhouse,Shared room,4.0,1.0,4.0,Real Bed,90.0,40.0,55.17711
6555,flexible,f,1.0,Russian Hill,Apartment,Private room,5.0,3.0,4.0,Real Bed,1.0,515.0,551.3958
6625,flexible,t,1.0,Inner Sunset,House,Entire home/apt,6.0,3.0,4.0,Real Bed,2.0,1200.0,371.64035
6162,strict_14_with_grace_period,f,63.0,Crocker Amazon,House,Shared room,2.0,1.0,2.0,Real Bed,2.0,37.0,43.5026
3381,strict_14_with_grace_period,f,1.0,Outer Sunset,House,Entire home/apt,6.0,2.0,3.0,Real Bed,3.0,350.0,237.67159
6062,strict_14_with_grace_period,t,2.0,Bayview,House,Private room,2.0,1.0,2.0,Real Bed,1.0,105.0,77.0283
184,moderate,f,4.0,Russian Hill,Condominium,Private room,6.0,1.0,1.0,Real Bed,2.0,139.0,344.73242
1671,moderate,f,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,4.0,199.0,121.34461
2992,moderate,f,2.0,Western Addition,House,Private room,1.0,1.0,1.0,Real Bed,2.0,83.0,98.77683
420,strict_14_with_grace_period,f,2.0,Mission,Loft,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,180.0,204.33865
4985,moderate,f,852.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,172.0,133.56209
553,flexible,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,135.0,139.26193
1398,strict_14_with_grace_period,f,1.0,Bernal Heights,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,145.0,184.29646
4083,moderate,t,6.0,South of Market,Condominium,Entire home/apt,4.0,1.0,3.0,Real Bed,40.0,225.0,168.09698
1845,flexible,f,1.0,Outer Mission,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,50.0,74.88042
6434,flexible,t,439.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,258.0,182.3762
4696,strict_14_with_grace_period,f,1.0,Presidio Heights,House,Entire home/apt,5.0,3.0,2.0,Real Bed,7.0,650.0,474.8527
1618,strict_14_with_grace_period,f,9.0,Outer Mission,Apartment,Entire home/apt,5.0,4.0,4.0,Real Bed,90.0,209.0,196.9112
443,flexible,f,3.0,South of Market,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,250.0,300.4726
2830,moderate,t,3.0,Western Addition,House,Entire home/apt,10.0,5.0,5.0,Real Bed,2.0,1500.0,725.17865
6978,strict_14_with_grace_period,f,2.0,Downtown/Civic Center,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,132.0,154.53702
5180,strict,f,852.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,130.0,118.06636
3126,strict_14_with_grace_period,t,2.0,Haight Ashbury,Apartment,Entire home/apt,9.0,4.0,5.0,Real Bed,3.0,299.0,506.0371
2190,strict_14_with_grace_period,f,1.0,Inner Sunset,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,122.0,112.362305
7097,strict_14_with_grace_period,t,1.0,Outer Richmond,Apartment,Private room,8.0,3.0,4.0,Real Bed,1.0,170.0,350.9146
6321,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,148.82211
5245,flexible,t,31.0,Western Addition,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,150.0,126.403786
181,strict_14_with_grace_period,f,12.0,Haight Ashbury,Apartment,Entire home/apt,4.0,0.0,3.0,Real Bed,30.0,110.0,121.285614
7003,flexible,t,4.0,Noe Valley,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,30.0,150.0,153.8184
794,moderate,f,1.0,Outer Richmond,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,150.0,128.42584
4222,moderate,f,1.0,Inner Sunset,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,110.0,126.007256
3415,flexible,t,1.0,Bernal Heights,House,Entire home/apt,4.0,2.0,3.0,Real Bed,2.0,225.0,244.47061
2035,flexible,f,1.0,South of Market,Townhouse,Private room,1.0,1.0,1.0,Real Bed,13.0,200.0,132.96297
2019,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,2.0,250.0,166.71356
2088,moderate,f,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,3.0,Futon,30.0,135.0,178.76955
1633,strict_14_with_grace_period,f,2.0,South of Market,Loft,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,250.0,226.90073
2619,strict_14_with_grace_period,f,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,105.0,113.45821
3477,flexible,f,6.0,Downtown/Civic Center,Apartment,Private room,2.0,0.0,1.0,Real Bed,2.0,95.0,109.67841
2261,strict_14_with_grace_period,f,1.0,Mission,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,80.0,79.05337
5167,flexible,f,1.0,West of Twin Peaks,House,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,395.0,256.28995
530,strict_14_with_grace_period,f,1.0,Inner Richmond,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,30.0,115.0,140.4155
5534,moderate,f,1.0,Haight Ashbury,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,150.0,115.098
5726,moderate,f,9.0,Visitacion Valley,House,Private room,2.0,1.0,1.0,Real Bed,1.0,90.0,78.84655
710,strict_14_with_grace_period,f,44.0,Mission,Loft,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,142.0,135.882
7029,strict_14_with_grace_period,t,165.0,Western Addition,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,270.0,192.0804
1510,strict_14_with_grace_period,f,33.0,Marina,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,148.0,127.36528
558,moderate,f,1.0,Marina,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,31.0,200.0,168.14467
6016,strict_14_with_grace_period,t,1.0,South of Market,Condominium,Private room,2.0,1.0,1.0,Real Bed,30.0,99.0,126.80563
4378,moderate,t,3.0,Inner Richmond,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,68.0,108.28516
1372,moderate,f,41.0,Downtown/Civic Center,Condominium,Entire home/apt,2.0,1.0,2.0,Real Bed,30.0,158.0,131.49965
5959,moderate,f,1.0,Western Addition,Condominium,Entire home/apt,6.0,2.0,2.0,Real Bed,1.0,165.0,424.26678
6727,strict_14_with_grace_period,t,106.0,Downtown/Civic Center,Guesthouse,Entire home/apt,6.0,3.0,3.0,Real Bed,2.0,750.0,431.5918
907,moderate,f,1.0,Outer Mission,House,Entire home/apt,5.0,2.0,3.0,Real Bed,6.0,195.0,205.6998
6286,strict_14_with_grace_period,t,165.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,164.0,139.33063
1434,moderate,f,1.0,Mission,Apartment,Entire home/apt,3.0,0.0,2.0,Real Bed,3.0,290.0,161.4783
4872,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,69.0,87.17423
6059,flexible,f,3.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,1.0,98.0,84.11892
3753,moderate,f,1.0,Western Addition,Townhouse,Private room,4.0,2.0,2.0,Real Bed,2.0,250.0,205.89752
6712,flexible,t,1.0,Bernal Heights,House,Private room,10.0,0.0,1.0,Real Bed,1.0,984.0,250.09201
4079,strict_14_with_grace_period,t,1199.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,138.54211
2852,moderate,f,1.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,1.0,98.0,104.02088
4773,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,79.0,87.17423
6003,moderate,f,3.0,Russian Hill,Boutique hotel,Private room,6.0,2.0,2.0,Real Bed,1.0,1249.0,416.2871
926,strict_14_with_grace_period,f,5.0,West of Twin Peaks,House,Private room,1.0,1.0,1.0,Real Bed,2.0,47.0,80.72261
2562,strict_14_with_grace_period,f,1.0,Castro/Upper Market,House,Entire home/apt,4.0,2.0,2.0,Real Bed,5.0,260.0,302.79654
3426,moderate,f,43.0,South of Market,House,Shared room,4.0,1.0,4.0,Real Bed,180.0,40.0,54.756668
4106,moderate,t,4.0,Visitacion Valley,Guest suite,Entire home/apt,3.0,2.0,3.0,Real Bed,1.0,125.0,139.13614
15,strict_14_with_grace_period,f,2.0,Inner Sunset,Townhouse,Entire home/apt,3.0,2.0,3.0,Real Bed,30.0,136.0,235.39484
6459,flexible,t,439.0,Downtown/Civic Center,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,277.0,210.99995
315,strict_14_with_grace_period,f,1.0,Potrero Hill,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,4.0,205.0,381.8129
2517,strict_14_with_grace_period,t,3.0,Inner Richmond,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,139.0,156.95175
5077,moderate,f,483.0,South of Market,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,235.0,169.8334
1161,strict_14_with_grace_period,f,1.0,Russian Hill,Condominium,Entire home/apt,5.0,3.0,3.0,Real Bed,7.0,750.0,691.867
4110,strict_14_with_grace_period,t,1.0,Nob Hill,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,30.0,185.0,433.87405
1731,strict_14_with_grace_period,f,1.0,Mission,Condominium,Entire home/apt,5.0,2.0,3.0,Real Bed,3.0,250.0,296.21274
4298,strict_14_with_grace_period,f,1.0,South of Market,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,4.0,150.0,188.3241
1363,moderate,f,1.0,Outer Sunset,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,160.0,148.77208
4887,strict_14_with_grace_period,t,2.0,Noe Valley,House,Private room,2.0,1.0,1.0,Real Bed,2.0,100.0,119.567474
1213,moderate,f,3.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,175.0,164.92366
1536,strict_14_with_grace_period,f,1.0,Inner Richmond,House,Entire home/apt,4.0,2.0,2.0,Real Bed,4.0,450.0,258.05206
3888,strict_14_with_grace_period,t,1.0,Bayview,House,Private room,3.0,1.0,2.0,Real Bed,1.0,106.0,80.43241
5891,strict_14_with_grace_period,f,6.0,Haight Ashbury,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,1.0,150.0,120.358086
5551,moderate,f,852.0,Potrero Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,199.0,133.61412
5939,strict_14_with_grace_period,f,200.0,Downtown/Civic Center,Condominium,Entire home/apt,4.0,1.0,2.0,Real Bed,3.0,229.0,228.94458
2463,flexible,f,1.0,Bayview,House,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,85.0,141.61041
1171,strict_14_with_grace_period,f,2.0,Potrero Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,97.0,128.04953
5097,strict_14_with_grace_period,f,799.0,South of Market,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,30.0,149.0,157.1902
2674,strict_14_with_grace_period,t,6.0,Parkside,House,Private room,2.0,1.0,1.0,Real Bed,2.0,79.0,75.066536
5628,moderate,f,852.0,South of Market,Apartment,Entire home/apt,2.0,0.0,0.0,Real Bed,30.0,125.0,122.56098
3789,flexible,t,6.0,Downtown/Civic Center,Apartment,Private room,1.0,1.0,1.0,Real Bed,2.0,79.0,84.738014
5366,flexible,t,43.0,Nob Hill,House,Shared room,1.0,1.0,1.0,Real Bed,30.0,40.0,54.220287
1324,strict_14_with_grace_period,f,2.0,Western Addition,Apartment,Entire home/apt,4.0,1.0,3.0,Real Bed,5.0,170.0,236.51543
5285,flexible,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,78.0,92.94762
3591,strict_14_with_grace_period,f,12.0,Haight Ashbury,Apartment,Entire home/apt,6.0,1.0,3.0,Real Bed,30.0,110.0,170.96204
2599,strict_14_with_grace_period,f,1.0,Inner Richmond,Condominium,Entire home/apt,5.0,3.0,3.0,Real Bed,7.0,360.0,386.80206
4892,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,2.0,Real Bed,1.0,75.0,92.80777
5461,moderate,t,1.0,South of Market,Apartment,Private room,3.0,1.0,1.0,Real Bed,2.0,200.0,129.908
387,strict_14_with_grace_period,f,4.0,Glen Park,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,95.0,133.91508
6225,strict_14_with_grace_period,f,3.0,Ocean View,House,Entire home/apt,7.0,3.0,4.0,Real Bed,4.0,325.0,288.62048
1032,moderate,f,3.0,Bernal Heights,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,164.0,133.34372
4589,flexible,f,10.0,Nob Hill,Serviced apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,54.0,97.253845
6838,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,1.0,185.0,181.33144
3388,moderate,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,2.0,245.0,183.10858
6402,strict_14_with_grace_period,f,6.0,Western Addition,Condominium,Private room,1.0,1.0,1.0,Real Bed,30.0,200.0,121.93107
6723,flexible,f,2.0,South of Market,Condominium,Entire home/apt,1.0,1.0,1.0,Real Bed,2.0,470.0,187.60272
2945,moderate,t,1.0,Outer Sunset,House,Private room,2.0,1.0,1.0,Real Bed,1.0,85.0,80.144684
1010,strict_14_with_grace_period,f,1.0,Inner Richmond,House,Entire home/apt,4.0,2.0,2.0,Real Bed,30.0,295.0,180.36438
5280,flexible,t,5.0,Noe Valley,Hostel,Shared room,3.0,1.0,2.0,Real Bed,30.0,45.0,114.09828
931,moderate,f,1.0,Nob Hill,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,120.0,150.0,140.16705
6030,flexible,t,3.0,Bayview,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,95.0,121.55264
691,strict_14_with_grace_period,f,1.0,Western Addition,House,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,155.0,145.93095
533,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,130.0,140.17815
2616,moderate,t,28.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,110.0,97.513466
2299,moderate,f,1.0,Inner Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,159.0,126.29578
3844,moderate,t,1.0,Pacific Heights,Apartment,Entire home/apt,3.0,0.0,1.0,Real Bed,2.0,140.0,174.62561
652,moderate,f,2.0,Bernal Heights,Apartment,Entire home/apt,6.0,4.0,5.0,Real Bed,3.0,325.0,323.10895
33,strict_14_with_grace_period,f,3.0,Western Addition,House,Private room,2.0,1.0,1.0,Real Bed,2.0,110.0,130.86662
6335,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,148.64807
44,flexible,f,4.0,Castro/Upper Market,House,Entire home/apt,3.0,1.0,1.0,Real Bed,4.0,159.0,196.49486
4840,strict_14_with_grace_period,f,3.0,Haight Ashbury,House,Private room,2.0,1.0,1.0,Real Bed,3.0,110.0,118.75607
2909,moderate,t,1.0,Noe Valley,Apartment,Entire home/apt,6.0,2.0,3.0,Real Bed,30.0,350.0,243.79213
964,strict_14_with_grace_period,f,2.0,Outer Richmond,House,Entire home/apt,8.0,4.0,4.0,Real Bed,1.0,398.0,420.45828
1729,strict_14_with_grace_period,f,1.0,Mission,House,Entire home/apt,6.0,2.0,5.0,Real Bed,30.0,210.0,249.0536
6562,strict_14_with_grace_period,f,2.0,Bernal Heights,Apartment,Entire home/apt,6.0,1.0,5.0,Real Bed,1.0,130.0,178.83556
6294,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,148.82211
6046,moderate,f,1.0,Inner Sunset,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,3.0,400.0,353.03613
3104,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,75.0,86.22489
5516,moderate,f,8.0,Outer Richmond,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,64.0,62.629547
6544,strict_14_with_grace_period,t,24.0,Financial District,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,5.0,200.0,166.80713
1673,strict_14_with_grace_period,f,5.0,Nob Hill,Condominium,Entire home/apt,6.0,3.0,3.0,Real Bed,1.0,499.0,1084.2876
